변수명,Label
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BC2_1,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BC2_2,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BC2_3,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BC3_1,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BC3_2,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BC3_3,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BD1_1,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BD1_2,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BD1_3,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BD1_4,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BD1_5,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BD1_6,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BD1_7,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BD1_8,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BD1_9,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BD1_10,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BD1_11,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BD2_1,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BD2_2,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BD2_3,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BD3_1,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BD3_2,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BD3_3,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BE1_1,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BE1_2,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BE1_3,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BE1_4,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BE1_5,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BE1_6,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BE1_7,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BE2_1,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BE2_2,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BE2_3,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BE3_1,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BE3_2,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BE3_3,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BF1_1,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BF1_2,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BF1_3,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BF1_4,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BF1_5,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BF1_6,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BF2_1,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BF2_2,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BF2_3,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BF3_1,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BF3_2,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BF3_3,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BG1_1,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BG1_2,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BG1_3,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BG1_4,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BG1_5,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BG1_6,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BG2_1,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BG2_2,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BG2_3,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BG3_1,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BG3_2,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BG3_3,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BG4_1,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BG4_2,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BG4_3,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
, 15) 알코올 도수
, 51) 맛
, 95) 구입하지 않음
BH1_1,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BH1_2,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BH1_3,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
BH1_4,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
